_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
32226,862,373578,SIR JOHN A MACDONALD COLLEGIATE INSTITUTE,,EP,Toronto District School Board,2300 PHARMACY AVE,English Public,373578,2300,Pharmacy Ave,2300 Pharmacy Ave,M1W 1H8,Scarborough,Toronto,Sir John A Macdonald C.I.,102002,106693,2300,,,,8691,,,,,"{u'type': u'Point', u'coordinates': (-79.323670509, 43.7870773579)}"
32227,863,13497749,SIR OLIVER MOWAT COLLEGIATE INSTITUTE,,EP,Toronto District School Board,5400 LAWRENCE AVE E,English Public,13497749,5400,Lawrence Ave E,5400 Lawrence Ave E,M1C 2C6,Scarborough,Toronto,Sir Oliver Mowat Collegiate Institute,102002,13226450,5400,,,,3828,,,,,"{u'type': u'Point', u'coordinates': (-79.1422383223, 43.7793019337)}"
32228,864,6261352,SIR SAMUEL B STEELE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,131 HUNTSMILL BLVD,English Public,6261352,131,Huntsmill Blvd,131 Huntsmill Blvd,M1W 2Y2,Scarborough,Toronto,Sir Samuel B Steele Junior Public School,102001,6261355,131,,,,8151,,,,,"{u'type': u'Point', u'coordinates': (-79.3275418258, 43.8070663083)}"
32229,865,341419,SIR WILFRID LAURIER COLLEGIATE INSTITUTE,,EP,Toronto District School Board,145 GUILDWOOD PKWY,English Public,341419,145,Guildwood Pkwy,145 Guildwood Pkwy,M1E 1P5,Scarborough,Toronto,Sir Wilfrid Laurier Collegiate Institute,102002,110088,145,,,,8047,,,,,"{u'type': u'Point', u'coordinates': (-79.1969914784, 43.7470335032)}"
32230,866,14170901,SIR WILLIAM OSLER HIGH SCHOOL,,EP,Toronto District School Board,1050 HUNTINGWOOD DR,English Public,14170901,1050,Huntingwood Dr,1050 Huntingwood Dr,M1S 3H5,Scarborough,Toronto,Sir William Osler Secondary School,102002,30002264,1050,,,,8150,,,,,"{u'type': u'Point', u'coordinates': (-79.2874013329, 43.7975664888)}"
32231,867,563140,SLOANE PUBLIC SCHOOL,,EP,Toronto District School Board,110 SLOANE AVE,English Public,563140,110,Sloane Ave,110 Sloane Ave,M4A 2B1,North York,Toronto,Sloane Public School,102001,443411,110,,,,6732,,,,,"{u'type': u'Point', u'coordinates': (-79.3103396611, 43.7312122256)}"
32232,868,10537872,SMITHFIELD MIDDLE SCHOOL,,EP,Toronto District School Board,175 MOUNT OLIVE DR,English Public,10537872,175,Mount Olive Dr,175 Mount Olive Dr,M9V 2E3,Etobicoke,Toronto,Smithfield Public School,106007,30108313,175,,,,2145,,,,,"{u'type': u'Point', u'coordinates': (-79.5957518765, 43.7500111297)}"
32233,869,363296,SOUTH EAST YEAR ROUND ALTERNATIVE CENTRE,,EP,Toronto District School Board,720 MIDLAND AVE,English Public,363296,720,Midland Ave,720 Midland Ave,M1K 4C9,Scarborough,Toronto,Midland Ave Collegiate Institute,102002,111524,720,,,,8496,,,,,"{u'type': u'Point', u'coordinates': (-79.2565866863, 43.7283605174)}"
32234,870,75474,SPECTRUM ALTERNATIVE SENIOR SCHOOL,,EP,Toronto District School Board,529 VAUGHAN RD,English Public,75474,529,Vaughan Rd,529 Vaughan Rd,M6C 2R1,York,Toronto,Vaughan Road Academy,102002,8128,529,,,,930,,,,,"{u'type': u'Point', u'coordinates': (-79.4367028284, 43.6910217034)}"
32235,871,7640178,SPRUCECOURT JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,70 SPRUCE ST,English Public,7640178,70,Spruce St,70 Spruce St,M5A 2J1,former Toronto,Toronto,Sprucecourt Junior Public School,102001,7640173,70,,,,4437,,,,,"{u'type': u'Point', u'coordinates': (-79.363829915, 43.6644860053)}"
32236,872,317417,ST AGATHA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,49 CATHEDRAL BLUFFS DR,English Separate,317417,49,Cathedral Bluffs Dr,49 Cathedral Bluffs Dr,M1M 2T6,Scarborough,Toronto,St. Agatha Catholic School,102003,111708,49,,,,7533,,,,,"{u'type': u'Point', u'coordinates': (-79.2296265608, 43.7235532119)}"
32237,873,547897,ST AGNES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,280 OTONABEE AVE,English Separate,547897,280,Otonabee Ave,280 Otonabee Ave,M2M 2T2,North York,Toronto,St. Agnes Catholic School,102003,436548,280,,,,6348,,,,,"{u'type': u'Point', u'coordinates': (-79.4026042497, 43.7985754806)}"
32238,874,5237185,ST AIDAN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,3521 FINCH AVE E,English Separate,5237185,3521,Finch Ave E,3521 Finch Ave E,M1W 2S2,Scarborough,Toronto,St. Aidan Catholic School,102003,30000632,3521,,,,5589,,,,,"{u'type': u'Point', u'coordinates': (-79.3092507794, 43.7975235475)}"
32239,875,363451,ST ALBERT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1125 MIDLAND AVE,English Separate,363451,1125,Midland Ave,1125 Midland Ave,M1K 4H2,Scarborough,Toronto,St. Albert Catholic School,102003,110504,1125,,,,8496,,,,,"{u'type': u'Point', u'coordinates': (-79.2615107448, 43.7436410392)}"
32240,876,50835,ST ALPHONSUS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,60 ATLAS AVE,English Separate,50835,60,Atlas Ave,60 Atlas Ave,M6C 3N9,York,Toronto,St. Alphonsus Catholic School,102003,8704,60,,,,417,,,,,"{u'type': u'Point', u'coordinates': (-79.4322064448, 43.6829136857)}"
32241,877,8676980,ST AMBROSE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 COULES CRT,English Separate,8676980,20,Coules Crt,20 Coules Crt,M8W 2N9,Etobicoke,Toronto,St. Ambrose Catholic School,102003,8676973,20,,,,1394,,,,,"{u'type': u'Point', u'coordinates': (-79.5501228703, 43.6083700983)}"
32242,878,579480,ST ANDRE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,36 YVONNE AVE,English Separate,579480,36,Yvonne Ave,36 Yvonne Ave,M3L 1C9,North York,Toronto,St. Andre Catholic School,102003,444648,36,,,,7154,,,,,"{u'type': u'Point', u'coordinates': (-79.5178611183, 43.7240233235)}"
32243,879,8206173,ST ANDREW CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,2533 KIPLING AVE,English Separate,8206173,2533,Kipling Ave,2533 Kipling Ave,M9V 3A8,Etobicoke,Toronto,St. Andrew Catholic School,102003,8206167,2533,,,,1935,,,,,"{u'type': u'Point', u'coordinates': (-79.5823817818, 43.7449311405)}"
32244,880,515118,ST ANDREW'S MIDDLE SCHOOL,,EP,Toronto District School Board,131 FENN AVE,English Public,515118,131,Fenn Ave,131 Fenn Ave,M2P 1X7,North York,Toronto,St Andrew's Middle School,102001,441207,131,,,,5575,,,,,"{u'type': u'Point', u'coordinates': (-79.3903297628, 43.7515973529)}"
32245,881,312808,ST ANDREWS PUBLIC SCHOOL,,EP,Toronto District School Board,60 BRIMORTON DR,English Public,312808,60,Brimorton Dr,60 Brimorton Dr,M1P 3Z1,Scarborough,Toronto,St. Andrews Public School,102001,108579,60,,,,7437,,,,,"{u'type': u'Point', u'coordinates': (-79.2547962817, 43.7666452472)}"
32246,882,1020095,ST ANGELA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,220 MOUNT OLIVE DR,English Separate,1020095,220,Mount Olive Dr,220 Mount Olive Dr,M9V 3Z5,Etobicoke,Toronto,St. Angela Catholic School,102003,906532,220,,,,2145,,,,,"{u'type': u'Point', u'coordinates': (-79.5969028426, 43.754521498)}"
32247,883,13991663,ST ANSELM CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,182 BESSBOROUGH DR,English Separate,13991663,182,Bessborough Dr,182 Bessborough Dr,M4G 4H5,East York,Toronto,St. Anselm Catholic School,102003,677,182,,,,33,,,,,"{u'type': u'Point', u'coordinates': (-79.3715951605, 43.7053943858)}"
32248,884,810559,ST ANTHONY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,130 SHANLY ST,English Separate,810559,130,Shanly St,130 Shanly St,M6H 1L9,former Toronto,Toronto,St. Anthony Catholic School,102003,8015567,130,,,,4386,,,,,"{u'type': u'Point', u'coordinates': (-79.4349208399, 43.6636047931)}"
32249,885,9065923,ST ANTOINE DANIEL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,160 FINCH AVE W,English Separate,9065923,160,Finch Ave W,160 Finch Ave W,M2N 2J2,North York,Toronto,St. Antoine Daniel Catholic School,102003,9065918,160,,,,1610,,,,,"{u'type': u'Point', u'coordinates': (-79.4298447653, 43.7770108313)}"
32250,886,7941400,ST AUGUSTINE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,98 SHOREHAM DR,English Separate,7941400,98,Shoreham Dr,98 Shoreham Dr,M3N 1S9,North York,Toronto,St. Augustine Catholic School,102003,30054901,98,,,,6708,,,,,"{u'type': u'Point', u'coordinates': (-79.5250642852, 43.7682365171)}"
32251,887,348562,ST BARBARA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,25 JANRAY DR,English Separate,348562,25,Janray Dr,25 Janray Dr,M1G 1Y2,Scarborough,Toronto,St. Barbara Catholic School,102003,108833,25,,,,8188,,,,,"{u'type': u'Point', u'coordinates': (-79.2190606153, 43.7624687291)}"
32252,888,396328,ST BARNABAS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,30 WASHBURN WAY,English Separate,396328,30,Washburn Way,30 Washburn Way,M1B 1H3,Scarborough,Toronto,St. Barnabas Catholic School,102003,105391,30,,,,9193,,,,,"{u'type': u'Point', u'coordinates': (-79.2285119175, 43.7972412194)}"
32253,889,343314,ST BARTHOLOMEW CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,51 HEATHER RD,English Separate,343314,51,Heather Rd,51 Heather Rd,M1S 2E2,Scarborough,Toronto,St. Bartholomew,102003,20040265,51,,,,9726,,,,,"{u'type': u'Point', u'coordinates': (-79.2716069013, 43.7898721389)}"
32254,890,14076257,ST BASIL THE GREAT COLLEGE SCHOOL,,ES,Toronto Catholic District School Board,20 STARVIEW LANE,English Separate,14076257,20,Starview Lane,20 Starview Lane,M9M 3B2,North York,Toronto,St. Basil-the-Great College School,102004,10527859,20,,,,11393,,,,,"{u'type': u'Point', u'coordinates': (-79.5333274754, 43.7277071831)}"
32255,891,11272303,ST BEDE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,521 SEWELL'S RD,English Separate,11272303,521,Sewell's Rd,521 Sewell's Rd,M1B 5H3,Scarborough,Toronto,St. Bede Catholic School,102003,14669025,521,,,,8919,,,,,"{u'type': u'Point', u'coordinates': (-79.2065477033, 43.8179789082)}"
32256,892,6052172,ST BENEDICT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,2202 KIPLING AVE,English Separate,6052172,2202,Kipling Ave,2202 Kipling Ave,M9W 4K9,Etobicoke,Toronto,St. Benedict Catholic School,102003,6052170,2202,,,,1935,,,,,"{u'type': u'Point', u'coordinates': (-79.5729230453, 43.7231852513)}"
32257,893,509553,ST BERNARD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,12 DUCKWORTH ST,English Separate,509553,12,Duckworth St,12 Duckworth St,M6M 4W4,North York,Toronto,St. Bernard Catholic School,102003,446528,12,,,,5443,,,,,"{u'type': u'Point', u'coordinates': (-79.5000699895, 43.7025259701)}"
32258,894,4301082,ST BONAVENTURE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1340 LESLIE ST,English Separate,4301082,1340,Leslie St,1340 Leslie St,M3C 2K9,North York,Toronto,St. Bonaventure Catholic School,102003,30105945,1340,,,,225,,,,,"{u'type': u'Point', u'coordinates': (-79.3560547955, 43.7329910989)}"
32259,895,10258148,ST BONIFACE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 MARKANNA DR,English Separate,10258148,20,Markanna Dr,20 Markanna Dr,M1M 2J1,Scarborough,Toronto,St. Boniface Catholic School,102003,10258142,20,,,,8428,,,,,"{u'type': u'Point', u'coordinates': (-79.2198176482, 43.7405509095)}"
32260,896,317877,ST BRENDAN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,186 CENTENNIAL RD,English Separate,317877,186,Centennial Rd,186 Centennial Rd,M1C 1Z9,Scarborough,Toronto,St. Brendan Catholic School,102003,106787,186,,,,7544,,,,,"{u'type': u'Point', u'coordinates': (-79.1492505532, 43.7825469523)}"
32261,897,886268,ST BRIGID CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,50 WOODMOUNT AVE,English Separate,886268,50,Woodmount Ave,50 Woodmount Ave,M4C 3X9,former Toronto,Toronto,St. Brigid Catholic School,102003,1139383,50,,,,396,,,,,"{u'type': u'Point', u'coordinates': (-79.3168473889, 43.6868167648)}"
32262,898,841367,ST BRUNO CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,402 MELITA CRES,English Separate,841367,402,Melita Cres,402 Melita Cres,M6G 3X6,former Toronto,Toronto,St. Bruno / St. Raymond Catholic School,102003,1141684,402,,,,3974,,,,,"{u'type': u'Point', u'coordinates': (-79.4270629278, 43.6732399544)}"
32263,899,556417,ST CATHERINE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,30 ROANOKE RD,English Separate,556417,30,Roanoke Rd,30 Roanoke Rd,M3A 1E9,North York,Toronto,St. Catherine Catholic School,102003,442048,30,,,,6558,,,,,"{u'type': u'Point', u'coordinates': (-79.3247390775, 43.7423352675)}"
32264,900,7987740,ST CECILIA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,355 ANNETTE ST,English Separate,7987740,355,Annette St,355 Annette St,M6P 1R3,former Toronto,Toronto,St. Cecilia Catholic School,102003,7987734,355,,,,2890,,,,,"{u'type': u'Point', u'coordinates': (-79.4746579402, 43.6607945735)}"
32265,901,500243,ST CHARLES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,50 CLAVER AVE,English Separate,500243,50,Claver Ave,50 Claver Ave,M6B 2W1,North York,Toronto,St. Charles Catholic School,102003,445721,50,,,,5215,,,,,"{u'type': u'Point', u'coordinates': (-79.4513506942, 43.7132818927)}"
32266,902,565743,ST CHARLES GARNIER CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,20 STONG CRT,English Separate,565743,20,Stong Crt,20 Stong Crt,M3N 2X9,North York,Toronto,St. Charles Garnier Catholic School,102003,439892,20,,,,6803,,,,,"{u'type': u'Point', u'coordinates': (-79.5180641246, 43.7623421281)}"
32267,903,68935,ST CLARE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,124 NORTHCLIFFE BLVD,English Separate,68935,124,Northcliffe Blvd,124 Northcliffe Blvd,M6E 3K4,York,Toronto,St. Clare Catholic School,102003,8989,124,,,,789,,,,,"{u'type': u'Point', u'coordinates': (-79.4415515857, 43.6794114666)}"
32268,904,988595,ST CLEMENT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,4319 BLOOR ST W,English Separate,988595,4319,Bloor St W,4319 Bloor St W,M9C 2A2,Etobicoke,Toronto,St. Clement Catholic School,102003,912832,4319,,,,458,,,,,"{u'type': u'Point', u'coordinates': (-79.5738081912, 43.6322472865)}"
32269,905,14200957,ST CLEMENTS,,PR,,21 ST CLEMENTS AVE,Private,14200957,21,St Clements Ave,21 St Clements Ave,M4R 1G8,former Toronto,Toronto,,115001,1138111,21,,,,4446,,,,,"{u'type': u'Point', u'coordinates': (-79.4003250669, 43.712601623)}"
32270,906,349085,ST COLUMBA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,10 JOHN TABOR TRL,English Separate,349085,10,John Tabor Trl,10 John Tabor Trl,M1B 1M9,Scarborough,Toronto,St. Columba Catholic School,102003,104405,10,,,,8200,,,,,"{u'type': u'Point', u'coordinates': (-79.2118274058, 43.8061934479)}"
32271,907,557216,ST CONRAD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,5 EXBURY RD,English Separate,557216,5,Exbury Rd,5 Exbury Rd,M3M 0A8,North York,Toronto,St. Conrad Catholic School,102003,30037289,5,,,,5541,,,,,"{u'type': u'Point', u'coordinates': (-79.4945243088, 43.729722409)}"
32272,908,9035656,ST COSMAS AND DAMIAN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,111 DANESBURY AVE,English Separate,9035656,111,Danesbury Ave,111 Danesbury Ave,M6B 3L3,North York,Toronto,Sts. Cosmas and Damian Catholic School,102003,9035636,111,,,,544,,,,,"{u'type': u'Point', u'coordinates': (-79.4444258866, 43.7069342289)}"
32273,909,532995,ST CYRIL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,18 KEMPFORD BLVD,English Separate,532995,18,Kempford Blvd,18 Kempford Blvd,M2N 2B9,North York,Toronto,St. Cyril Catholic School,102003,20233932,18,,,,5948,,,,,"{u'type': u'Point', u'coordinates': (-79.4166279833, 43.7769535192)}"
32274,910,9345077,ST DEMETRIUS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,125 LA ROSE AVE,English Separate,9345077,125,La Rose Ave,125 La Rose Ave,M9P 1A6,Etobicoke,Toronto,St. Demetrius Catholic School,102003,9345057,125,,,,1949,,,,,"{u'type': u'Point', u'coordinates': (-79.5219659421, 43.6846542137)}"
32275,911,10431199,ST DENIS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,67 BALSAM AVE,English Separate,10431199,67,Balsam Ave,67 Balsam Ave,M4E 3B8,former Toronto,Toronto,St. Denis Catholic School,102003,20043602,67,,,,2944,,,,,"{u'type': u'Point', u'coordinates': (-79.2899076163, 43.6729983467)}"
32276,912,14130020,ST DOMINIC SAVIO CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,50 TIDESWELL BLVD,English Separate,14130020,50,Tideswell Blvd,50 Tideswell Blvd,M1B 5X3,Scarborough,Toronto,St. Dominic Savio Catholic School,102003,6349911,50,,,,10209,,,,,"{u'type': u'Point', u'coordinates': (-79.1560238706, 43.798284371)}"
32277,913,1009961,ST DOROTHY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,155 JOHN GARLAND BLVD,English Separate,1009961,155,John Garland Blvd,155 John Garland Blvd,M9V 1N7,Etobicoke,Toronto,St. Dorothy Catholic School,102003,907312,155,,,,1880,,,,,"{u'type': u'Point', u'coordinates': (-79.5917397331, 43.7314927044)}"
32278,914,372819,ST DUNSTAN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,14 PHARMACY AVE,English Separate,372819,14,Pharmacy Ave,14 Pharmacy Ave,M1L 3E4,Scarborough,Toronto,St. Dunstan Catholic School,102003,14666168,14,,,,8691,,,,,"{u'type': u'Point', u'coordinates': (-79.2842391958, 43.6934291968)}"
32279,915,6362645,ST EDMUND CAMPION CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,30 HIGHCASTLE RD,English Separate,6362645,30,Highcastle Rd,30 Highcastle Rd,M1E 4N1,Scarborough,Toronto,St. Edmund Campion Catholic School,102003,6362435,30,,,,8099,,,,,"{u'type': u'Point', u'coordinates': (-79.2157156152, 43.7881110156)}"
32280,916,3121391,ST EDWARD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1 BOTHAM RD,English Separate,3121391,1,Botham Rd,1 Botham Rd,M2N 2J6,North York,Toronto,St. Edward Catholic School,109001,3121399,1,,,,5001,,,,,"{u'type': u'Point', u'coordinates': (-79.413547174, 43.7534007337)}"
32281,917,8067837,ST ELIZABETH CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,5 REDCAR AVE,English Separate,8067837,5,Redcar Ave,5 Redcar Ave,M9B 1J8,Etobicoke,Toronto,St. Elizabeth Catholic School,102003,8067838,5,,,,2343,,,,,"{u'type': u'Point', u'coordinates': (-79.5574536757, 43.6351551675)}"
32282,918,342863,ST ELIZABETH SETON CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,25 HAVENVIEW RD,English Separate,342863,25,Havenview Rd,25 Havenview Rd,M1S 3A4,Scarborough,Toronto,St. Elizabeth Seton Catholic School,109001,106284,25,,,,8079,,,,,"{u'type': u'Point', u'coordinates': (-79.2467058263, 43.7889512449)}"
32283,919,1043818,ST EUGENE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,30 WESTROYAL RD,English Separate,1043818,30,Westroyal Rd,30 Westroyal Rd,M9P 2C3,Etobicoke,Toronto,St. Eugene Catholic School,102003,908891,30,,,,2772,,,,,"{u'type': u'Point', u'coordinates': (-79.5371757472, 43.692580137)}"
32284,920,486267,ST FIDELIS CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,9 BANNERMAN ST,English Separate,486267,9,Bannerman St,9 Bannerman St,M6L 2S5,North York,Toronto,St. Fidelis Catholic School,102003,445368,9,,,,4879,,,,,"{u'type': u'Point', u'coordinates': (-79.4853065044, 43.7171615274)}"
32285,921,366471,ST FLORENCE CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,101 MURISON BLVD,English Separate,366471,101,Murison Blvd,101 Murison Blvd,M1B 2L6,Scarborough,Toronto,St. Florence Catholic School,102003,30073171,101,,,,8552,,,,,"{u'type': u'Point', u'coordinates': (-79.2070022817, 43.7984139638)}"
32286,922,9035632,ST FRANCIS DE SALES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,333 FIRGROVE CRES,English Separate,9035632,333,Firgrove Cres,333 Firgrove Cres,M3N 1K9,North York,Toronto,St. Francis de Sales Catholic School,102003,9035633,333,,,,5594,,,,,"{u'type': u'Point', u'coordinates': (-79.5191245071, 43.7541329146)}"
32287,923,9879576,ST FRANCIS OF ASSISI CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,80 CLINTON ST,English Separate,9879576,80,Clinton St,80 Clinton St,M6G 2Y3,former Toronto,Toronto,St. Francis Of Assisi Catholic School,102003,30017239,80,,,,3185,,,,,"{u'type': u'Point', u'coordinates': (-79.4146281224, 43.656199867)}"
32288,924,8896734,ST FRANCIS XAVIER CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,53 GRACEFIELD AVE,English Separate,8896734,53,Gracefield Ave,53 Gracefield Ave,M6L 1L3,North York,Toronto,St. Francis Xavier Catholic School,102003,8896732,53,,,,5729,,,,,"{u'type': u'Point', u'coordinates': (-79.4834070612, 43.7108495114)}"
32289,925,564348,ST GABRIEL CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,396 SPRING GARDEN AVE,English Separate,564348,396,Spring Garden Ave,396 Spring Garden Ave,M2N 3H5,North York,Toronto,St. Gabriel Catholic School,102003,438958,396,,,,6767,,,,,"{u'type': u'Point', u'coordinates': (-79.3909333156, 43.7690492873)}"
32290,926,324733,ST GABRIEL LALEMANT CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,160 CROW TRL,English Separate,324733,160,Crow Trl,160 Crow Trl,M1B 1Y3,Scarborough,Toronto,St. Gabriel Lalemant Catholic School,102003,103862,160,,,,7689,,,,,"{u'type': u'Point', u'coordinates': (-79.2267274764, 43.8127036322)}"
32291,927,515827,ST GEORGE ACADEMY SECONDARY SCHOOL,,PR,,77 FINCH AVE W,Private,515827,77,Finch Ave W,77 Finch Ave W,M2N 2H5,North York,Toronto,,100001,14234749,77,,,,1610,,,,,"{u'type': u'Point', u'coordinates': (-79.4221165959, 43.7780697274)}"
32292,928,1024923,ST GEORGE'S JUNIOR SCHOOL,,EP,Toronto District School Board,70 PRINCESS ANNE CRES,English Public,1024923,70,Princess Anne Cres,70 Princess Anne Cres,M9A 2P7,Etobicoke,Toronto,St. Georges Junior Public School,102001,909875,70,,,,2300,,,,,"{u'type': u'Point', u'coordinates': (-79.5417121934, 43.6726005055)}"
32293,929,547173,ST GERALD CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,200 OLD SHEPPARD AVE,English Separate,547173,200,Old Sheppard Ave,200 Old Sheppard Ave,M2J 3L9,North York,Toronto,St. Gerald Catholic School,102003,437780,200,,,,6328,,,,,"{u'type': u'Point', u'coordinates': (-79.3263798212, 43.7807132742)}"
32294,930,8115497,ST GREGORY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,126 RATHBURN RD,English Separate,8115497,126,Rathburn Rd,126 Rathburn Rd,M9B 2K6,Etobicoke,Toronto,St. Gregory Catholic School,102003,8106365,126,,,,2335,,,,,"{u'type': u'Point', u'coordinates': (-79.5448985655, 43.6606760664)}"
32295,931,785703,ST HELEN CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1196 COLLEGE ST,English Separate,785703,1196,College St,1196 College St,M6H 1B8,former Toronto,Toronto,St. Helen Catholic School,102003,1145237,1196,,,,9765,,,,,"{u'type': u'Point', u'coordinates': (-79.4361563219, 43.6520845728)}"
32296,932,3054064,ST HENRY CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,100 BAMBURGH CRCL,English Separate,3054064,100,Bamburgh Crcl,100 Bamburgh Crcl,M1W 3R3,Scarborough,Toronto,St. Henry Secondary School,102003,30021623,100,,,,7275,,,,,"{u'type': u'Point', u'coordinates': (-79.327830353, 43.8136943031)}"
32297,933,9780844,ST IGNATIUS LOYOLA CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,2350 MCCOWAN RD,English Separate,9780844,2350,McCowan Rd,2350 McCowan Rd,M1S 4B4,Scarborough,Toronto,St. Ignatius Of Loyola Catholic School,102003,30000493,2350,,,,8454,,,,,"{u'type': u'Point', u'coordinates': (-79.2652486874, 43.8031579713)}"
32298,934,579042,ST ISAAC JOGUES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,1330 YORK MILLS RD,English Separate,579042,1330,York Mills Rd,1330 York Mills Rd,M3A 1Z8,North York,Toronto,St. Isaac Jogues Catholic School,102003,439609,1330,,,,7145,,,,,"{u'type': u'Point', u'coordinates': (-79.3219955719, 43.762399802)}"
32299,935,9467497,ST JAMES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,230 HUMBERCREST BLVD,English Separate,9467497,230,Humbercrest Blvd,230 Humbercrest Blvd,M6S 4L3,York,Toronto,St. James Catholic School,102003,20119895,230,,,,678,,,,,"{u'type': u'Point', u'coordinates': (-79.4952075334, 43.6646903894)}"
32300,936,10092854,ST JANE FRANCES CATHOLIC ELEMENTARY SCHOOL,,ES,Toronto Catholic District School Board,2745 JANE ST,English Separate,10092854,2745,Jane St,2745 Jane St,M3L 2E8,North York,Toronto,St. Jane Francis Catholic School,102003,10092803,2745,,,,694,,,,,"{u'type': u'Point', u'coordinates': (-79.5131656491, 43.7421481635)}"
