_id,OBJECTID,GEO_ID,NAME,SCHOOL_LEVEL,SCHOOL_TYPE,BOARD_NAME,SOURCE_ADDRESS,SCHOOL_TYPE_DESC,ADDRESS_POINT_ID,ADDRESS_NUMBER,LINEAR_NAME_FULL,ADDRESS_FULL,POSTAL_CODE,MUNICIPALITY,CITY,PLACE_NAME,GENERAL_USE_CODE,CENTRELINE_ID,LO_NUM,LO_NUM_SUF,HI_NUM,HI_NUM_SUF,LINEAR_NAME_ID,X,Y,LATITUDE,LONGITUDE,geometry
31748,384,50146,FRANK OKE SECONDARY SCHOOL,,EP,Toronto District School Board,500 ALLIANCE AVE,English Public,50146,500,Alliance Ave,500 Alliance Ave,M6N 2H8,York,Toronto,Frank Oke Secondary School - Building Grounds,102002,9096,500,,,,407,,,,,"{u'type': u'Point', u'coordinates': (-79.4887542282, 43.6775124192)}"
31749,385,7570431,FRANKLAND COMMUNITY SCHOOL,,EP,Toronto District School Board,816 LOGAN AVE,English Public,7570431,816,Logan Ave,816 Logan Ave,M4K 3E1,former Toronto,Toronto,"Frankland Community School, Frankland Community Centre",106007,14021507,816,,,,228,,,,,"{u'type': u'Point', u'coordinates': (-79.3496800848, 43.6771506676)}"
31750,386,30026375,FRASER MUSTARD EARLY LEARNING ACADEMY,,EP,Toronto District School Board,82 THORNCLIFFE PARK DR,English Public,30026375,82,Thorncliffe Park Dr,82 Thorncliffe Park Dr,M4H 0A2,East York,Toronto,,102001,3829449,82,,,,354,,,,,"{u'type': u'Point', u'coordinates': (-79.3435512383, 43.7055777505)}"
31751,387,336737,GALLOWAY ROAD PUBLIC SCHOOL,,EP,Toronto District School Board,192 GALLOWAY RD,English Public,336737,192,Galloway Rd,192 Galloway Rd,M1E 1X2,Scarborough,Toronto,Galloway Road Public School,102001,108571,192,,,,7948,,,,,"{u'type': u'Point', u'coordinates': (-79.1966222951, 43.7650173037)}"
31752,388,13972613,GAP ACADEMY,,PR,,4 JOHN ST,Private,13972613,4,John St,4 John St,M9N 1J3,York,Toronto,,100001,20055090,4,,,,9831,,,,,"{u'type': u'Point', u'coordinates': (-79.5177020187, 43.7010253822)}"
31753,389,807559,GARDEN AVENUE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,225 GARDEN AVE,English Public,807559,225,Garden Ave,225 Garden Ave,M6R 1H9,former Toronto,Toronto,Garden Avenue Public School,102001,14017612,225,,,,9807,,,,,"{u'type': u'Point', u'coordinates': (-79.4491237019, 43.6432001068)}"
31754,390,8929147,GATEWAY PUBLIC SCHOOL,,EP,Toronto District School Board,55 GATEWAY BLVD,English Public,8929147,55,Gateway Blvd,55 Gateway Blvd,M3C 1B4,North York,Toronto,Gateway Public School,102001,8929149,55,,,,5672,,,,,"{u'type': u'Point', u'coordinates': (-79.3310091533, 43.7117262234)}"
31755,391,319504,GENERAL BROCK PUBLIC SCHOOL,,EP,Toronto District School Board,140 CHESTNUT CRES,English Public,319504,140,Chestnut Cres,140 Chestnut Cres,M1L 1Y5,Scarborough,Toronto,General Brock Public School,102001,30055414,140,,,,7580,,,,,"{u'type': u'Point', u'coordinates': (-79.2745902135, 43.7185070991)}"
31756,392,4605063,GENERAL CRERAR PUBLIC SCHOOL,,EP,Toronto District School Board,30 MCGREGOR RD,English Public,4605063,30,McGregor Rd,30 McGregor Rd,M1P 1C8,Scarborough,Toronto,General Crerar Public School,102001,14668247,30,,,,8460,,,,,"{u'type': u'Point', u'coordinates': (-79.279577662, 43.7456867655)}"
31757,393,877576,GENERAL MERCER JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,30 TURNBERRY AVE,English Public,877576,30,Turnberry Ave,30 Turnberry Ave,M6N 1P8,former Toronto,Toronto,General Mercer Junior Public School,102001,1140783,30,,,,4576,,,,,"{u'type': u'Point', u'coordinates': (-79.4640229793, 43.6789306712)}"
31758,394,519441,GEORGE ANDERSON PUBLIC SCHOOL,,EP,Toronto District School Board,30 GEORGE ANDERSON DR,English Public,519441,30,George Anderson Dr,30 George Anderson Dr,M6M 2Y8,North York,Toronto,George Anderson Public School - Building Grounds,102001,446465,30,,,,5677,,,,,"{u'type': u'Point', u'coordinates': (-79.4789480608, 43.705453533)}"
31759,395,369629,GEORGE B LITTLE PUBLIC SCHOOL,,EP,Toronto District School Board,125 ORTON PARK RD,English Public,369629,125,Orton Park Rd,125 Orton Park Rd,M1G 3G9,Scarborough,Toronto,George B Little Junior Public School,102001,108136,125,,,,8622,,,,,"{u'type': u'Point', u'coordinates': (-79.2081104451, 43.7711994113)}"
31760,396,7994619,GEORGE BROWN COLLEGE - CASA LOMA CAMPUS,,C,,160 KENDAL AVE,,7994619,160,Kendal Ave,160 Kendal Ave,M5R 1M3,former Toronto,Toronto,,102006,7994616,160,,,,3762,,,,,"{u'type': u'Point', u'coordinates': (-79.4110454159, 43.6760123431)}"
31761,397,828085,GEORGE BROWN COLLEGE - ST JAMES CAMPUS,,C,,200 KING ST E,,828085,200,King St E,200 King St E,M5A 3W8,former Toronto,Toronto,,102007,1145266,200,,,,3779,,,,,"{u'type': u'Point', u'coordinates': (-79.3701856495, 43.6511004642)}"
31762,398,30017891,GEORGE BROWN COLLEGE - WATERFRONT CAMPUS,,C,,51 DOCKSIDE DR,,30017891,51,Dockside Dr,51 Dockside Dr,M5A 0B6,former Toronto,Toronto,George Brown College,102006,30017866,51,,,,19432,,,,,"{u'type': u'Point', u'coordinates': (-79.3654694926, 43.6439387824)}"
31763,399,30032214,GEORGE BROWN COLLEGE - YOUNG CENTRE FOR THE PERFORMING ARTS,,C,,50 TANK HOUSE LN,,30032214,50,Tank House Lane,50 Tank House Lane,M5A 3C4,former Toronto,Toronto,,115001,30029446,50,,,,19560,,,,,"{u'type': u'Point', u'coordinates': (-79.3574586753, 43.6508509258)}"
31764,400,8152704,GEORGE HARVEY COLLEGIATE INSTITUTE,,EP,Toronto District School Board,1700 KEELE ST,English Public,8152704,1700,Keele St,1700 Keele St,M6M 3W5,York,Toronto,George Harvey Collegiate Institute - Building Grounds,102002,8128677,1700,,,,703,,,,,"{u'type': u'Point', u'coordinates': (-79.4736991937, 43.684546507)}"
31765,401,343513,GEORGE P MACKIE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,60 HEATHFIELD DR,English Public,343513,60,Heathfield Dr,60 Heathfield Dr,M1M 3B1,Scarborough,Toronto,George P Mackie Junior Public School,102001,110851,60,,,,8089,,,,,"{u'type': u'Point', u'coordinates': (-79.2119939725, 43.7393273081)}"
31766,402,396495,GEORGE PECK PUBLIC SCHOOL,,EP,Toronto District School Board,1 WAYNE AVE,English Public,396495,1,Wayne Ave,1 Wayne Ave,M1R 1Y1,Scarborough,Toronto,George Peck Public School,102001,110941,1,,,,9197,,,,,"{u'type': u'Point', u'coordinates': (-79.2936351945, 43.7382584754)}"
31767,403,1018182,GEORGE R GAULD JUNIOR SCHOOL,,EP,Toronto District School Board,200 MELROSE ST,English Public,1018182,200,Melrose St,200 Melrose St,M8Y 1B7,Etobicoke,Toronto,George R. Gauld Junior Public School,102001,913522,200,,,,2097,,,,,"{u'type': u'Point', u'coordinates': (-79.4984056871, 43.6205662676)}"
31768,404,8824026,GEORGE S HENRY ACADEMY,,EP,Toronto District School Board,200 GRAYDON HALL DR,English Public,8824026,200,Graydon Hall Dr,200 Graydon Hall Dr,M3A 3A6,North York,Toronto,George S. Henry Academy - Building Grounds,102002,30058565,200,,,,5741,,,,,"{u'type': u'Point', u'coordinates': (-79.3399200285, 43.7643599637)}"
31769,405,9523611,GEORGE SYME COMMUNITY SCHOOL,,EP,Toronto District School Board,69 PRITCHARD AVE,English Public,9523611,69,Pritchard Ave,69 Pritchard Ave,M6N 1T6,York,Toronto,George Syme Catholic School - Building Grounds,102001,9523610,69,,,,825,,,,,"{u'type': u'Point', u'coordinates': (-79.4911267708, 43.669251383)}"
31770,406,30091787,GEORGE WEBSTER ELEMENTARY SCHOOL,,EP,Toronto District School Board,50 CHAPMAN AVE,English Public,30091787,50,Chapman Ave,50 Chapman Ave,M4B 1C5,East York,Toronto,George E. Webster Public School,102001,7776717,50,,,,59,,,,,"{u'type': u'Point', u'coordinates': (-79.2997606238, 43.7010488988)}"
31771,407,807027,GEORGES ETIENNE CARTIER CATHOLIC ELEMENTARY SCHOOL,,FS,Conseil scolaire de district catholique Centre-Sud,250 GAINSBOROUGH RD,French Separate,807027,250,Gainsborough Rd,250 Gainsborough Rd,M4L 3C6,former Toronto,Toronto,Georges Etienne Cartier Catholic Elementary School,102003,1140857,250,,,,3475,,,,,"{u'type': u'Point', u'coordinates': (-79.319473112, 43.6779038854)}"
31772,408,6738446,GEORGES VANIER SECONDARY SCHOOL,,EP,Toronto District School Board,3000 DON MILLS RD E,English Public,6738446,3000,Don Mills Rd E,3000 Don Mills Rd E,M2J 3B6,North York,Toronto,Georges Vanier Secondary School,102002,30044624,3000,,,,5398,,,,,"{u'type': u'Point', u'coordinates': (-79.350906386, 43.7831172284)}"
31773,409,334373,GIBRALTAR LEADERSHIP ACADEMY,,PR,,4140 FINCH AVE E,Private,334373,4140,Finch Ave E,4140 Finch Ave E,M1S 3T9,Scarborough,Toronto,,113001,104799,4140,,,,5589,,,,,"{u'type': u'Point', u'coordinates': (-79.2901496154, 43.8035730836)}"
31774,410,11180397,GIVINS SHAW JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,49 GIVINS ST,English Public,11180397,49,Givins St,49 Givins St,M6J 2X5,former Toronto,Toronto,Givins/Shaw Public School,102002,11180398,49,,,,3505,,,,,"{u'type': u'Point', u'coordinates': (-79.4175842924, 43.6464076573)}"
31775,411,302317,GLAMORGAN JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,51 ANTRIM CRES,English Public,302317,51,Antrim Cres,51 Antrim Cres,M1P 4N4,Scarborough,Toronto,Glamorgan Junior Public School,102001,107996,51,,,,7216,,,,,"{u'type': u'Point', u'coordinates': (-79.2895538318, 43.7713003109)}"
31776,412,10080042,GLEDHILL JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,2 GLEDHILL AVE,English Public,10080042,2,Gledhill Ave,2 Gledhill Ave,M4C 5K6,East York,Toronto,"Gledhill Junior Public School, Terry Fox Recreation Centre",106007,10080038,2,,,,159,,,,,"{u'type': u'Point', u'coordinates': (-79.3092864659, 43.6875483307)}"
31777,413,8236855,GLEN AMES SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,18 WILLIAMSON RD,English Public,8236855,18,Williamson Rd,18 Williamson Rd,M4E 1K5,former Toronto,Toronto,Glen Ames Senior Public School,102001,8236854,18,,,,4686,,,,,"{u'type': u'Point', u'coordinates': (-79.298442191, 43.6741488615)}"
31778,414,576050,GLEN BRIAR ACADEMY ELEMENTARY SCHOOL,,PR,,210 WILSON AVE,Private,576050,210,Wilson Ave,210 Wilson Ave,M5M 3B1,North York,Toronto,Temple Sinai Synagogue,109001,442636,210,,,,4693,,,,,"{u'type': u'Point', u'coordinates': (-79.4255563107, 43.7396053553)}"
31779,415,14038150,GLEN PARK PUBLIC SCHOOL,,EP,Toronto District School Board,101 ENGLEMOUNT AVE,English Public,14038150,101,Englemount Ave,101 Englemount Ave,M6B 4L5,North York,Toronto,Glen Park Public School,102001,445733,101,,,,5517,,,,,"{u'type': u'Point', u'coordinates': (-79.4357473262, 43.7132238247)}"
31780,416,9086409,GLEN RAVINE JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,11 GADSBY DR,English Public,9086409,11,Gadsby Dr,11 Gadsby Dr,M1K 4V4,Scarborough,Toronto,Glen Ravine Junior Public School,102001,9086406,11,,,,7942,,,,,"{u'type': u'Point', u'coordinates': (-79.2540589454, 43.7382246272)}"
31781,417,862164,GLENVIEW SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,401 ROSEWELL AVE,English Public,862164,401,Rosewell Ave,401 Rosewell Ave,M4R 2B5,former Toronto,Toronto,Glenview Senior Public School,102001,14662186,401,,,,4323,,,,,"{u'type': u'Point', u'coordinates': (-79.4095247003, 43.7199764435)}"
31782,418,13502794,GLOBAL EDUCATION ACADEMY,,PR,,150 CONSUMERS RD,Private,13502794,150,Consumers Rd,150 Consumers Rd,M2J 1P9,North York,Toronto,,112001,438551,150,,,,5264,,,,,"{u'type': u'Point', u'coordinates': (-79.3313166636, 43.7733946595)}"
31783,419,383209,GOLF ROAD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,730 SCARBOROUGH GOLF CLUB RD,English Public,383209,730,Scarborough Golf Club Rd,730 Scarborough Golf Club Rd,M1G 1H7,Scarborough,Toronto,Golf Road Junior Public School,102001,108906,730,,,,8891,,,,,"{u'type': u'Point', u'coordinates': (-79.216887673, 43.7639036098)}"
31784,420,6427428,GORDON A BROWN MIDDLE SCHOOL,,EP,Toronto District School Board,2800 ST CLAIR AVE E,English Public,6427428,2800,St Clair Ave E,2800 St Clair Ave E,M4B 1N2,East York,Toronto,Gordon A. Brown Middle School,102001,6427437,2800,,,,339,,,,,"{u'type': u'Point', u'coordinates': (-79.3053702914, 43.7075341313)}"
31785,421,11267530,GOSFORD PUBLIC SCHOOL,,EP,Toronto District School Board,30 GOSFORD BLVD,English Public,11267530,30,Gosford Blvd,30 Gosford Blvd,M3N 2G8,North York,Toronto,Gosford Public School,102001,11267531,30,,,,5724,,,,,"{u'type': u'Point', u'coordinates': (-79.5213241884, 43.7643184872)}"
31786,422,10494308,GRACEDALE PUBLIC SCHOOL,,EP,Toronto District School Board,186 GRACEDALE BLVD,English Public,10494308,186,Gracedale Blvd,186 Gracedale Blvd,M9L 2C1,North York,Toronto,Gracedale Park,102001,10494275,186,,,,5728,,,,,"{u'type': u'Point', u'coordinates': (-79.561842112, 43.753197538)}"
31787,423,10035226,GRACEFIELD PUBLIC SCHOOL,,EP,Toronto District School Board,177 GRACEFIELD AVE,English Public,10035226,177,Gracefield Ave,177 Gracefield Ave,M6L 1L7,North York,Toronto,Gracefield Public School,102001,30097198,177,,,,5729,,,,,"{u'type': u'Point', u'coordinates': (-79.4914064042, 43.7090183918)}"
31788,424,862651,GRADALE ACADEMY ELEMENTARY SCHOOL,,PR,,150 ROXBOROUGH DR,Private,862651,150,Roxborough Dr,150 Roxborough Dr,M4W 1X6,former Toronto,Toronto,,100001,1139760,150,,,,4330,,,,,"{u'type': u'Point', u'coordinates': (-79.3735038315, 43.6841753785)}"
31789,425,1008939,GRADE LEARNING SCHOOL - ETOBICOKE,,PR,,1243 ISLINGTON AVE,Private,1008939,1243,Islington Ave,1243 Islington Ave,M8X 1Y9,Etobicoke,Toronto,United Church Of God Canada,109001,30067908,1243,,,,1863,,,,,"{u'type': u'Point', u'coordinates': (-79.5235044285, 43.6459279386)}"
31790,426,8535197,GRADE LEARNING SCHOOL - TORONTO CENTRAL,,PR,,2300 YONGE ST,Private,8535197,2300,Yonge St,2300 Yonge St,M4P 1E4,former Toronto,Toronto,,104008,8535198,2300,,,,4733,,,,,"{u'type': u'Point', u'coordinates': (-79.3990835234, 43.7071575758)}"
31791,427,30013530,GREAT LYN INTERNATIONAL ACADEMY,,PR,,4789 YONGE ST,Private,30013530,4789,Yonge St,4789 Yonge St,M2N 0G3,North York,Toronto,,104008,9065947,4789,,,,4733,,,,,"{u'type': u'Point', u'coordinates': (-79.4101604913, 43.76133747)}"
31792,428,9178016,GREENHOLME JUNIOR MIDDLE SCHOOL,,EP,Toronto District School Board,10 JAMESTOWN CRES,English Public,9178016,10,Jamestown Cres,10 Jamestown Cres,M9V 3M5,Etobicoke,Toronto,Greenholme Public School,102001,30081010,10,,,,1870,,,,,"{u'type': u'Point', u'coordinates': (-79.5829081121, 43.7350715356)}"
31793,429,13967814,GREENLAND PUBLIC SCHOOL,,EP,Toronto District School Board,15 GREENLAND RD,English Public,13967814,15,Greenland Rd,15 Greenland Rd,M3C 1N1,North York,Toronto,Greenland Public School,102001,443122,15,,,,5751,,,,,"{u'type': u'Point', u'coordinates': (-79.3385329308, 43.733607038)}"
31794,430,2329382,GREENWOOD COLLEGE,,PR,,443 MOUNT PLEASANT RD,Private,2329382,443,Mount Pleasant Rd,443 Mount Pleasant Rd,M4S 2L8,former Toronto,Toronto,,104008,2326208,443,,,,4022,,,,,"{u'type': u'Point', u'coordinates': (-79.3864431221, 43.7002552402)}"
31795,431,6624393,GREENWOOD SECONDARY SCHOOL,,EP,Toronto District School Board,800 GREENWOOD AVE,English Public,6624393,800,Greenwood Ave,800 Greenwood Ave,M4J 4B7,former Toronto,Toronto,Danforth Collegiate & T.I.,102002,6620281,800,,,,181,,,,,"{u'type': u'Point', u'coordinates': (-79.3340895607, 43.6828387343)}"
31796,432,523752,GRENOBLE PUBLIC SCHOOL,,EP,Toronto District School Board,9 GRENOBLE DR,English Public,523752,9,Grenoble Dr,9 Grenoble Dr,M3C 1C3,North York,Toronto,Grenoble Public School,102001,30093281,9,,,,5756,,,,,"{u'type': u'Point', u'coordinates': (-79.3327597514, 43.7154310882)}"
31797,433,398141,GREY OWL JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,150 WICKSON TRL,English Public,398141,150,Wickson Trl,150 Wickson Trl,M1B 1M4,Scarborough,Toronto,Grey Owl Junior Public School,102001,104613,150,,,,9227,,,,,"{u'type': u'Point', u'coordinates': (-79.2133003232, 43.8039892966)}"
31798,434,4166113,GUILDWOOD JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,225 LIVINGSTON RD,English Public,4166113,225,Livingston Rd,225 Livingston Rd,M1E 1L8,Scarborough,Toronto,Guildwood Junior Public School,102001,4165928,225,,,,8348,,,,,"{u'type': u'Point', u'coordinates': (-79.1999866838, 43.7508210712)}"
31799,435,13967820,GULFSTREAM PUBLIC SCHOOL,,EP,Toronto District School Board,20 GULFSTREAM RD,English Public,13967820,20,Gulfstream Rd,20 Gulfstream Rd,M9M 1S3,North York,Toronto,Gulfstream Public School,102001,442891,20,,,,5766,,,,,"{u'type': u'Point', u'coordinates': (-79.5420098021, 43.7390779789)}"
31800,436,361168,H A HALBERT JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,25 HALBERT PL,English Public,361168,25,Halbert Pl,25 Halbert Pl,M1M 0E1,Scarborough,Toronto,H. A. Halbert Junior Public School,102001,111483,25,,,,8056,,,,,"{u'type': u'Point', u'coordinates': (-79.2317360672, 43.727649596)}"
31801,437,7074422,H J ALEXANDER COMMUNITY SCHOOL,,EP,Toronto District School Board,30 KING ST,English Public,7074422,30,King St,30 King St,M9N 1K9,York,Toronto,H. J. Alexander Community School,102001,7074419,30,,,,9748,,,,,"{u'type': u'Point', u'coordinates': (-79.5202286163, 43.7023994675)}"
31802,438,9344971,HARBORD COLLEGIATE INSTITUTE,,EP,Toronto District School Board,286 HARBORD ST,English Public,9344971,286,Harbord St,286 Harbord St,M6G 1G5,former Toronto,Toronto,Harbord Collegiate Institute,102002,30074125,286,,,,3605,,,,,"{u'type': u'Point', u'coordinates': (-79.4142666153, 43.6612895165)}"
31803,439,525261,HARRISON PUBLIC SCHOOL,,EP,Toronto District School Board,81 HARRISON RD,English Public,525261,81,Harrison Rd,81 Harrison Rd,M2L 1V9,North York,Toronto,Harrison Public School,102001,440270,81,,,,5792,,,,,"{u'type': u'Point', u'coordinates': (-79.3773086129, 43.7573684747)}"
31804,440,66887,HARWOOD PUBLIC SCHOOL,,EP,Toronto District School Board,50 LEIGH ST,English Public,66887,50,Leigh St,50 Leigh St,M6N 3X3,York,Toronto,Harwood Junior Public School,102001,30098556,50,,,,736,,,,,"{u'type': u'Point', u'coordinates': (-79.4784124771, 43.6761859128)}"
31805,441,14077730,HAVERGAL COLLEGE SS,,PR,,1451 AVENUE RD,Private,14077730,1451,Avenue Rd,1451 Avenue Rd,M5N 2H9,former Toronto,Toronto,,102005,444986,1451,,,,2924,,,,,"{u'type': u'Point', u'coordinates': (-79.4137176065, 43.7203577469)}"
31806,442,559940,HAWTHORN SCHOOL FOR GIRLS,,PR,,101 SCARSDALE RD,Private,559940,101,Scarsdale Rd,101 Scarsdale Rd,M3B 2R2,North York,Toronto,,113001,30084194,101,,,,6662,,,,,"{u'type': u'Point', u'coordinates': (-79.3547814075, 43.7515555826)}"
31807,443,30024677,HAWTHORNE TWO BILINGUAL ALTERNATIVE JUNIOR SCHOOL,,EP,Toronto District School Board,50 ESSEX ST,English Public,30024677,50,Essex St,50 Essex St,M6G 1T3,former Toronto,Toronto,Essex Junior and Senior School Public School,102001,30017326,50,,,,3408,,,,,"{u'type': u'Point', u'coordinates': (-79.4223654835, 43.6682357494)}"
31808,444,386802,HEATHER HEIGHTS JUNIOR PUBLIC SCHOOL,,EP,Toronto District School Board,80 SLAN AVE,English Public,386802,80,Slan Ave,80 Slan Ave,M1G 3B5,Scarborough,Toronto,Heather Heights Junior Public School,102001,107600,80,,,,8966,,,,,"{u'type': u'Point', u'coordinates': (-79.2150687264, 43.7751558784)}"
31809,445,369701,HENRY HUDSON SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,350 ORTON PARK RD,English Public,369701,350,Orton Park Rd,350 Orton Park Rd,M1G 3H4,Scarborough,Toronto,Henry Hudson Junior Public School,102001,107222,350,,,,8622,,,,,"{u'type': u'Point', u'coordinates': (-79.2144673665, 43.7777371787)}"
31810,446,6321693,HENRY KELSEY SENIOR PUBLIC SCHOOL,,EP,Toronto District School Board,1200 HUNTINGWOOD DR,English Public,6321693,1200,Huntingwood Dr,1200 Huntingwood Dr,M1S 1K7,Scarborough,Toronto,Henry Kelsey Senior Public School,102001,30002255,1200,,,,8150,,,,,"{u'type': u'Point', u'coordinates': (-79.2770232223, 43.7988176895)}"
31811,447,30121806,HERITAGE INTERNATIONAL SCHOOL,,PR,,411 GORDON BAKER RD,Private,30121806,411,Gordon Baker Rd,411 Gordon Baker Rd,M2H 2S6,North York,Toronto,,115001,9246755,411,,,,5721,,,,,"{u'type': u'Point', u'coordinates': (-79.3449026345, 43.8077667469)}"
31812,448,9246459,HERITAGE PARK PUBLIC SCHOOL,,EP,Toronto District School Board,80 OLD FINCH AVE,English Public,9246459,80,Old Finch Ave,80 Old Finch Ave,M1B 5J2,Scarborough,Toronto,Heritage Park Public School,115001,30074026,80,,,,10252,,,,,"{u'type': u'Point', u'coordinates': (-79.2077201586, 43.8213508851)}"
31813,449,6350039,HEYDON PARK SECONDARY SCHOOL,,EP,Toronto District School Board,70 D'ARCY ST,English Public,6350039,70,D'Arcy St,70 D'Arcy St,M5T 1K1,former Toronto,Toronto,Heydon Park Secondary School,102002,6349994,70,,,,3262,,,,,"{u'type': u'Point', u'coordinates': (-79.3945347524, 43.6549646089)}"
31814,450,7992305,HIGH PARK ALTERNATIVE JUNIOR SCHOOL,,EP,Toronto District School Board,265 ANNETTE ST,English Public,7992305,265,Annette St,265 Annette St,M6P 1R3,former Toronto,Toronto,Annette Street Public School,102001,7987734,265,,,,2890,,,,,"{u'type': u'Point', u'coordinates': (-79.4728312798, 43.6614231859)}"
31815,451,820461,HIGH PARK GARDENS MONTESSORI,,PR,,35 HIGH PARK GDNS,Private,820461,35,High Park Gdns,35 High Park Gdns,M6R 1S8,former Toronto,Toronto,,102005,1145821,35,,,,3662,,,,,"{u'type': u'Point', u'coordinates': (-79.4573915229, 43.6486406468)}"
31816,452,363718,HIGHCASTLE PUBLIC SCHOOL,,EP,Toronto District School Board,370 MILITARY TRL,English Public,363718,370,Military Trl,370 Military Trl,M1E 4E6,Scarborough,Toronto,Highcastle Public School,102001,106480,370,,,,8501,,,,,"{u'type': u'Point', u'coordinates': (-79.2124956285, 43.7867616022)}"
31817,453,4933017,HIGHER MARKS EDUCATIONAL INSTITUTE,,PR,,87 THORNMOUNT DR,Private,4933017,87,Thornmount Dr,87 Thornmount Dr,M1B 5S5,Scarborough,Toronto,,113001,4933019,87,,,,9080,,,,,"{u'type': u'Point', u'coordinates': (-79.1952702684, 43.8056644949)}"
31818,454,1020028,HIGHFIELD JUNIOR SCHOOL,,EP,Toronto District School Board,85 MOUNT OLIVE DR,English Public,1020028,85,Mount Olive Dr,85 Mount Olive Dr,M9V 2C9,Etobicoke,Toronto,Highfield Public School,102001,906730,85,,,,2145,,,,,"{u'type': u'Point', u'coordinates': (-79.5891451714, 43.7458920486)}"
