_id,OBJECTID,NAME,BOARD_NAME,SCHOOL_TYPE_DESC,MUNICIPALITY,PLACE_NAME,geometry
32331,967,ST MARGUERITE D'YOUVILLE CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,French Separate,Etobicoke,,"-79.5060880635, 43.6359577031"
32332,968,ST MARIA GORETTI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Maria Goretti Catholic School,"-79.2659221068, 43.7298353181"
32333,969,ST MARK CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,St. Mark Catholic School,"-79.4901975063, 43.6344998506"
32334,970,ST MARTHA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Martha Catholic School,"-79.5021846314, 43.7409310902"
32335,971,ST MARTIN DE PORRES CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Martin de Porres Catholic School,"-79.1862924599, 43.7669828897"
32336,972,ST MARY CATHOLIC ACADEMY SECONDARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Mary Catholic Academy,"-79.4321542871, 43.6577935997"
32337,973,ST MARY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Mary Catholic School,"-79.4046349661, 43.645843806"
32338,974,ST MARY OF THE ANGELS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Mary Of The Angels Catholic School,"-79.440292705, 43.6721188639"
32339,975,ST MATTHEW CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,York,St. Matthew Catholic School,"-79.4679721851, 43.6805852614"
32340,976,ST MATTHIAS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Matthias Catholic School,"-79.3594556324, 43.784890225"
32341,977,ST MAURICE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,St. Maurice Catholic School,"-79.5539328681, 43.6978127589"
32342,978,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 1,Toronto Catholic District School Board,English Separate,former Toronto,St. Michael Catholic School,"-79.3696697459, 43.6479370958"
32343,979,ST MICHAEL CATHOLIC ELEMENTARY SCHOOL - BLDG 2,Toronto Catholic District School Board,English Separate,former Toronto,,"-79.3696700188, 43.6468591647"
32344,980,ST MICHAEL FRENCH CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,French Separate,Scarborough,,"-79.157004989, 43.7774532794"
32345,981,ST MICHAEL'S CHOIR SCHOOL - CHORAL BLDG,Toronto Catholic District School Board,English Separate,former Toronto,St. Michael Choir Jr,"-79.378077078, 43.6550645831"
32346,982,ST MICHAEL'S CHOIR SCHOOL - ELEMENTARY,Toronto Catholic District School Board,English Separate,former Toronto,St. Michael Choir Sr,"-79.3776872581, 43.655445734"
32347,983,ST MICHAEL'S CHOIR SCHOOL - GYMNASIUM BLDG,Toronto Catholic District School Board,English Separate,former Toronto,St Michaels Parish Hall,"-79.3781236269, 43.6548028554"
32348,984,ST MICHAEL'S CHOIR SCHOOL - SECONDARY,Toronto Catholic District School Board,English Separate,former Toronto,,"-79.3777294124, 43.6555361617"
32349,985,ST MICHAEL'S COLLEGE,,Private,York,,"-79.4175812302, 43.6847716857"
32350,986,ST MONICA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Monica Catholic School,"-79.3976277049, 43.7101592664"
32351,987,ST MOTHER TERESA CATHOLIC ACADEMY,Toronto Catholic District School Board,English Separate,Scarborough,St. Mother Teresa Catholic Academy,"-79.2144834882, 43.8097232376"
32352,988,ST NICHOLAS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Nicholas Catholic School,"-79.2328936497, 43.747733288"
32353,989,ST NICHOLAS OF BARI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,York,St. Nicholas Of Bari Catholic School,"-79.4604931992, 43.6828243739"
32354,990,ST NOEL CHABANEL CATHOLIC ELEMENTARY SCHOOL,Conseil scolaire de district catholique Centre-Sud,French Separate,Etobicoke,,"-79.5607609383, 43.7367756505"
32355,991,ST NORBERT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Norbert Catholic School,"-79.4645227877, 43.7346150368"
32356,992,ST OSCAR ROMERO CATHOLIC SECONCARY SCHOOL,Toronto Catholic District School Board,English Separate,York,St. Oscar Romero Catholic Secondary School,"-79.4810172796, 43.6803090053"
32357,993,ST PASCHAL BAYLON CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Paschal Baylon Catholic School,"-79.4317032641, 43.7921112222"
32358,994,ST PATRICK CATHOLIC SECONDARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Patrick Catholic Secondary School,"-79.3276494866, 43.678322303"
32359,995,ST PAUL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Paul Catholic School,"-79.3617341875, 43.6554889408"
32360,996,ST PIUS X CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Pius X Catholic School,"-79.4847133387, 43.6512772233"
32361,997,ST RAPHAEL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Raphael Catholic School,"-79.4887180637, 43.7285235857"
32362,998,ST RAYMOND CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Bruno / St. Raymond Catholic School,"-79.4270629278, 43.6732399544"
32363,999,ST RENE GOUPIL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Rene Goupil Catholic School,"-79.2883031244, 43.8193483615"
32364,1000,ST RICHARD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Richard Catholic School,"-79.2399872236, 43.7683108943"
32365,1001,ST RITA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Rita Catholic School,"-79.4564483358, 43.6661347664"
32366,1002,ST ROBERT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Robert Catholic School,"-79.4441451837, 43.7496575318"
32367,1003,ST ROCH CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Roch Catholic School,"-79.5667497159, 43.7537079717"
32368,1004,ST ROSE OF LIMA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Rose Of Lima Catholic School,"-79.2405599229, 43.7574823909"
32369,1005,ST SEBASTIAN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Sebastian Catholic School,"-79.4399264681, 43.6627661509"
32370,1006,ST SIMON CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Simon Catholic School,"-79.5329761661, 43.7188620936"
32371,1007,ST STEPHEN CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,St. Stephen Catholic School,"-79.5544731695, 43.7220025167"
32372,1008,ST SYLVESTER CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Sylvester Catholic School,"-79.3022463993, 43.8053583872"
32373,1009,ST THERESA SHRINE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Theresa Shrine,"-79.2424755892, 43.7156378599"
32374,1010,ST THOMAS AQUINAS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,York,St. Thomas Aquinas Catholic School,"-79.4457437831, 43.6958897058"
32375,1011,ST THOMAS MORE CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Thomas More Catholic School,"-79.225165018, 43.7783913599"
32376,1012,ST TIMOTHY CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,St. Timothy Catholic School,"-79.351038234, 43.7749386525"
32377,1013,ST URSULA CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Ursula Catholic School,"-79.1996603997, 43.7497922145"
32378,1014,ST VICTOR CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,St. Victor Catholic School,"-79.2591053695, 43.7690571563"
32379,1015,ST VINCENT DE PAUL CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,St. Vincent De Paul Catholic School,"-79.4479230169, 43.6468292694"
32380,1016,ST WILFRID CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,Saint Wilfrid Catholic School,"-79.5025941161, 43.7600459464"
32381,1017,STANLEY PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Stanley Public School,"-79.5178270423, 43.7418311838"
32382,1018,STEELESVIEW PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Steelesview Public School,"-79.3856328581, 43.8026660883"
32383,1019,STELLA MARIS CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,former Toronto,Stella Maris Catholic School,"-79.4448952342, 43.6796259815"
32384,1020,STEPHEN LEACOCK COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,Stephen Leacock Collegiate Institute - Building Grounds,"-79.3021342614, 43.7851820434"
32385,1021,STILECROFT PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Stilecroft Public School,"-79.4932050987, 43.7510558213"
32386,1022,SUBWAY ACADEMY ONE,Toronto District School Board,English Public,former Toronto,Eastern High School Of Commerce,"-79.3366360566, 43.6791402347"
32387,1023,SUBWAY ACADEMY TWO,Toronto District School Board,English Public,former Toronto,Beverley Public School,"-79.3957051034, 43.6557652369"
32388,1024,SUMMIT HEIGHTS PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Summit Heights Public School,"-79.4300369384, 43.7413217747"
32389,1025,SUMMIT MICRO SCHOOL,,Private,former Toronto,,"-79.4870298334, 43.6563291965"
32390,1026,SUNNY VIEW JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Sunny View Public School,"-79.3873376053, 43.7198437626"
32391,1027,SUNNYBROOK,,Private,former Toronto,,"-79.3825991459, 43.698765263"
32392,1028,SUNNYLEA JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Sunnylea Junior Public School,"-79.5068732424, 43.6424439893"
32393,1029,SUON ACADEMY,,Private,North York,,"-79.5116845518, 43.7105706653"
32394,1030,SUON INTERNATIONAL ACADEMY,,Private,North York,St. Gerard Majella Catholic School,"-79.5153111671, 43.7251462206"
32395,1031,SWANSEA JUNIOR & SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Swansea Public School,"-79.477042753, 43.6436792915"
32396,1032,TADDLE CREEK MONTESSORI SCHOOL,,Private,former Toronto,,"-79.404268205, 43.6685294127"
32397,1033,TAIE INTERNATIONAL INSTITUTE,,Private,former Toronto,,"-79.3789333113, 43.6617849001"
32398,1034,TALENTA ACADEMY,,Private,Scarborough,,"-79.2361357392, 43.7765510764"
32399,1035,TAM O'SHANTER JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Tam O'Shanter Junior Public School,"-79.2976616871, 43.7850716359"
32400,1036,TAMARACK WEST OUTDOOR SCHOOL,,Private,former Toronto,,"-79.4781320052, 43.6510211002"
32401,1037,TAYLOR CREEK PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Warden Avenue Junior Public School,"-79.2772877434, 43.7000377585"
32402,1038,TAYYIBAH ISLAMIC ACADEMY INC.,,Private,Scarborough,,"-79.2365750799, 43.8015539474"
32403,1039,TECUMSEH SENIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Tecumseh Senior Public School,"-79.2167270408, 43.7629070425"
32404,1040,TERRAVIEW LEARNING CENTRE,Toronto District School Board,English Public,Scarborough,,"-79.3130026079, 43.76737728"
32405,1041,TERRAVIEW WILLOWFIELD PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Terraview-Willowfield Public School,"-79.3085727444, 43.7637829145"
32406,1042,TERRY FOX PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Terry Fox Public School,"-79.318686295, 43.8158993563"
32407,1043,THE ABELARD CENTRE FOR EDUCATION,,Private,former Toronto,,"-79.3812515391, 43.6672228528"
32408,1044,THE AMBASSADORS OF GOD ACADEMY,,Private,North York,,"-79.5320104306, 43.749182702"
32409,1045,THE ANNE AND MAX TANENBAUM HEBREW ACADEMY OF TORONTO,,Private,North York,Community Hebrew Academy Of Toronto,"-79.4572132148, 43.7618954251"
32410,1046,THE CLAREMONT SCHOOL,,Private,former Toronto,Eastminister United Church,"-79.3537258057, 43.6775505519"
32411,1047,THE DALTON SCHOOL,,Private,former Toronto,,"-79.3888654015, 43.6736918063"
32412,1048,THE DIVINE INFANT CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Scarborough,The Divine Infant Catholic School,"-79.2703314545, 43.8218114975"
32413,1049,THE DRAGON ACADEMY,,Private,former Toronto,,"-79.3970655957, 43.6691990909"
32414,1050,THE DUNBLAINE SCHOOL,,Private,former Toronto,,"-79.4055601341, 43.7335301212"
32415,1051,THE ELMS JUNIOR MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,The Elms Junior Middle School,"-79.5521137886, 43.7222272978"
32416,1052,THE GILES SCHOOL,,Private,North York,,"-79.3556598619, 43.7503219376"
32417,1053,THE GREAT LAKES COLLEGE,,Private,former Toronto,,"-79.463693448, 43.6641583079"
32418,1054,THE GROVE COMMUNITY SCHOOL,Toronto District School Board,English Public,former Toronto,Alexander Muir/Gladstone Ave Junior and Senior Public School,"-79.4288472632, 43.6460212506"
32419,1055,THE HANEY CENTRE,Toronto District School Board,English Public,York,Haney Centre,"-79.4990814534, 43.6731119434"
32420,1056,THE JUNIOR ACADEMY INC,,Private,North York,,"-79.3834651508, 43.7415173888"
32421,1057,THE LAUREL SCHOOL,,Private,North York,,"-79.350003666, 43.7512794395"
32422,1058,THE LINDEN,,Private,former Toronto,,"-79.392712602, 43.6865238299"
32423,1059,THE MABIN SCHOOL,,Private,former Toronto,,"-79.4033800163, 43.679107408"
32424,1060,THE MILDENHALL MONTESSORI SCHOOL,,Private,Etobicoke,High Park Centennial Montessori School,"-79.5077586235, 43.6162376775"
32425,1061,THE PRESTIGE SCHOOL,,Private,North York,St. Edward Catholic School,"-79.4283265422, 43.7609171592"
32426,1062,THE STERLING HALL SCHOOL,,Private,North York,,"-79.4636202523, 43.7220336957"
32427,1063,THE STUDENT SCHOOL,Toronto District School Board,English Public,former Toronto,Entrance to Specialty School,"-79.4741378105, 43.6570501034"
32428,1064,THE STUDY ACADEMY,,Private,former Toronto,,"-79.3975424694, 43.7013219561"
32429,1065,THE STUDY SCHOOL,,Private,former Toronto,Glebe Road United Church,"-79.3962772746, 43.701566217"
32430,1066,THE TALENT ACADEMY SCHOOL - MORNINGSIDE,,Private,Scarborough,,"-79.1984756821, 43.8025781079"
32431,1067,THE TORONTO FRENCH SCHOOL - JR LAWRENCE,,Private,North York,,"-79.3850098991, 43.7284022756"
32432,1068,THE TORONTO FRENCH SCHOOL - SR LAWRENCE,,Private,North York,,"-79.3832590176, 43.7279642648"
32433,1069,THE TORONTO HESCHEL SCHOOL,,Private,North York,St. Robert,"-79.450848292, 43.7523395666"
32434,1070,THE VILLAGE SHUL SUPPL SCHOOL,,Private,former Toronto,,"-79.43143453, 43.6999865326"
32435,1071,THE WATERFRONT SCHOOL,Toronto District School Board,English Public,former Toronto,Waterfront School,"-79.3971875912, 43.6357488158"
32436,1072,THE YMCA ACADEMY,,Private,former Toronto,,"-79.384841554, 43.6636229486"
32437,1073,THE YORK - JR SCHOOL,,Private,former Toronto,,"-79.3949430242, 43.6917907885"
32438,1074,THE YORK - MDL AND SR SCHOOL,,Private,former Toronto,,"-79.3930651035, 43.6846008694"
32439,1075,THISTLETOWN COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Etobicoke,Thistletown Collegiate Institute,"-79.562452649, 43.7277265566"
32440,1076,THOMAS L WELLS PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Thomas L Wells Public School,"-79.2261254164, 43.8242998089"
32441,1077,THORNCLIFFE PARK PUBLIC SCHOOL,Toronto District School Board,English Public,East York,Thorncliffe Park Public School,"-79.3434367551, 43.7053900432"
32442,1078,THREE FISHES CHRISTIAN ELEMENTARY SCHOOL,,Private,Scarborough,,"-79.2431298545, 43.7797218333"
32443,1079,THREE VALLEYS PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Three Valleys Public School,"-79.3376043958, 43.7506806575"
32444,1080,TIFERES BAIS YAAKOV HIGH SCHOOL,,Private,North York,,"-79.4287278796, 43.7184091585"
32445,1081,TIMBERBANK JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Timberbank Junior Public School,"-79.3072853889, 43.7914712562"
32446,1082,TIMOTHY CHRISTIAN,,Private,Etobicoke,,"-79.5536925816, 43.7249447361"
32447,1083,TOM LONGBOAT JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Tom Longboat Junior Public School,"-79.231626966, 43.8104461724"
32448,1084,TOPCLIFF PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Topcliff Public School,"-79.5106588918, 43.7555851004"
32449,1085,TORAH HIGH - PROSSERMAN JCC CAMPUS,,Private,North York,Prosserman Jewish Community Centre,"-79.4416656175, 43.7628232394"
32450,1086,TORONTO CENTRAL ACADEMY SECONDARY SCHOOL,,Private,North York,,"-79.4016622431, 43.7638628672"
32451,1087,TORONTO CHEDER BOYS,,Private,North York,,"-79.4352979243, 43.7441315067"
32452,1088,TORONTO HARVARD INTERNATIONAL ACADEMY,,Private,North York,,"-79.338839796, 43.8035958742"
32453,1089,TORONTO INTERNATIONAL COLLEGE SECONDARY SCHOOL,,Private,North York,,"-79.3374304406, 43.8058870474"
32454,1090,TORONTO NOBEL ACADEMY,,Private,North York,,"-79.4191481043, 43.7957058149"
32455,1091,TORONTO PREP SCHOOL,,Private,former Toronto,,"-79.3865171901, 43.7006108373"
32456,1092,TORONTO PREPARATORY ACADEMY SECONDARY SCHOOL,,Private,North York,,"-79.4155248191, 43.7772052097"
32457,1093,TORONTO PRIVATE SCHOOL OF GIFTEDNESS,,Private,North York,,"-79.3322488675, 43.7721013757"
32458,1094,TORONTO URBAN STUDIES CENTER,Toronto District School Board,English Public,former Toronto,Danforth Collegiate & T.I.,"-79.3340895607, 43.6828387343"
32459,1095,TOWN CENTRE LINC,Toronto District School Board,English Public,Scarborough,,"-79.2560419864, 43.7852202476"
32460,1096,TRANSFIGURATION OF OUR LORD CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,Etobicoke,Transfiguration Catholic School,"-79.5628707286, 43.6915212587"
32461,1097,TREDWAY WOODSWORTH PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,William Tredway Junior Public School,"-79.2352659357, 43.7650332154"
32462,1098,TUMPANE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Tumpane Public School,"-79.502255096, 43.7265952807"
32463,1099,TWENTIETH STREET JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Twentieth Street Junior Public School,"-79.519938243, 43.5979771531"
32464,1100,TYNDALE UNIVERSITY COLLEGE AND SEMINARY SCHOOL - BAYVIEW CAMPUS,,Private,North York,St. Joseph's Convent,"-79.392080611, 43.7971369281"
32465,1101,UM AL-QURA ISLAMIC,,Private,Scarborough,,"-79.2909238665, 43.7581038671"
32466,1102,UNIQUE CHINESE SCHOOL - MIDLAND CAMPUS,,Private,Scarborough,,"-79.2756569937, 43.785529333"
32467,1103,UNIQUE CHINESE SCHOOL - PHARMACY CAMPUS,,Private,Scarborough,Wishing Well Acres Baptist,"-79.3160094489, 43.7764963816"
32468,1104,"UNIVERSITY OF GUELPH, HUMBER COLLEGE",,University,Etobicoke,University of Guelph Campus,"-79.6058720271, 43.7282020852"
32469,1105,UNIVERSITY OF TORONTO - SCARBOROUGH CAMPUS,,University,Scarborough,,"-79.1862894812, 43.7838868575"
32470,1106,UNIVERSITY OF TORONTO - ST GEORGE CAMPUS,,University,former Toronto,,"-79.3960895108, 43.6609455297"
32471,1107,UPPER CANADA COLLEGE,,Private,former Toronto,,"-79.4025227062, 43.691947168"
32472,1108,UPPER CANADA PREP,,Private,former Toronto,,"-79.4043869724, 43.6908372355"
32473,1109,URBAN INTERNATIONAL HIGH SCHOOL,,Private,North York,Northview Community Church,"-79.4259078953, 43.7856311374"
32474,1110,URBAN INTERNATIONAL HIGH SCHOOL,,Private,former Toronto,,"-79.3940035498, 43.707897671"
32475,1111,URSULA FRANKLIN ACADEMY,Toronto District School Board,English Public,former Toronto,,"-79.4748206948, 43.6567074124"
32476,1112,UT PREPARATORY ACADEMY SECONDARY SCHOOL,,Private,North York,,"-79.3409680426, 43.8076738129"
32477,1113,VALLEY PARK MIDDLE SCHOOL,Toronto District School Board,English Public,North York,Valley Park Middle School,"-79.3358705226, 43.7104405908"
32478,1114,VALLEYFIELD JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Valleyfield Junior Public School,"-79.5384444418, 43.6942865155"
32479,1115,VENERABLE JOHN MERLINI CATHOLIC ELEMENTARY SCHOOL,Toronto Catholic District School Board,English Separate,North York,Venerable John Merlini Catholic School,"-79.5793835599, 43.7564805896"
32480,1116,VICTORIA PARK COLLEGIATE INSTITUTE,Toronto District School Board,English Public,North York,Victoria Park Secondary School,"-79.3214644217, 43.7560593384"
32481,1117,VICTORIA PARK ELEMENTARY SCHOOL,Toronto District School Board,English Public,East York,Victoria Park Elementary School,"-79.2981507569, 43.7126891823"
32482,1118,VICTORIA PARK LINC CENTRE,Toronto Catholic District School Board,English Separate,North York,,"-79.3261021088, 43.7742401189"
32483,1119,VICTORIA STREET LINC,Toronto District School Board,English Public,former Toronto,,"-79.3776264776, 43.6510597043"
32484,1120,VICTORIA VILLAGE PUBLIC SCHOOL,Toronto District School Board,English Public,North York,Victoria Village Public School,"-79.3141820772, 43.7359594203"
32485,1121,VOICE INTEGRATIVE PRIVATE SCHOOL,,Private,former Toronto,,"-79.3599052484, 43.6500579961"
32486,1122,VRADENBURG JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Vradenburg Public School,"-79.3082862994, 43.7743422667"
32487,1123,WALDORF ACADEMY,,Private,former Toronto,,"-79.4070669247, 43.6772326912"
32488,1124,WALES COLLEGE SECONDARY SCHOOL,,Private,Scarborough,WALES COLLEGE,"-79.3054196, 43.8231010143"
32489,1125,WALTER PERRY JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Walter Perry Junior Public School,"-79.2512456867, 43.7334561276"
32490,1126,WARREN PARK JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,York,Warren Park Junior Public School,"-79.4994375142, 43.6628427654"
32491,1127,WARREN PARK OUTDOOR EDUCATION CENTRE,Toronto District School Board,English Public,York,Warren Park Junior Public School,"-79.4994375142, 43.6628427654"
32492,1128,WEBTREE INTERNATIONAL SCHOOL OF EXCELLENCE,,Private,North York,,"-79.3528039776, 43.7622578372"
32493,1129,WEDGEWOOD JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Wedgewood Junior Public School,"-79.5462529113, 43.645316952"
32494,1130,WELLESWORTH JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Wellesworth Junior Public School,"-79.5767187454, 43.6566373466"
32495,1131,WEST END ALTERNATIVE SCHOOL,Toronto District School Board,English Public,former Toronto,Bickford Centre,"-79.4198340161, 43.6624299849"
32496,1132,WEST GLEN JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,West Glen Public School,"-79.5608016241, 43.6504713424"
32497,1133,WEST HILL COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Scarborough,West Hill Collegiate Institute,"-79.1905875662, 43.7756684258"
32498,1134,WEST HILL PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,West Hill Public School,"-79.186884443, 43.7726796051"
32499,1135,WEST HUMBER COLLEGIATE INSTITUTE,Toronto District School Board,English Public,Etobicoke,West Humber Collegiate Institute,"-79.5867053926, 43.7309224004"
32500,1136,WEST HUMBER JUNIOR MIDDLE SCHOOL,Toronto District School Board,English Public,Etobicoke,West Humber Junior Public School,"-79.5807026757, 43.7237549779"
32501,1137,WEST PREPARATORY JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,West Preparatory School,"-79.4329440583, 43.7026161891"
32502,1138,WEST ROUGE JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,West Rouge Junior Public School,"-79.1337159199, 43.7956184194"
32503,1139,WESTERN TECHNICAL COMMERCIAL SCHOOL,Toronto District School Board,English Public,former Toronto,The Student School,"-79.4745815147, 43.6570914921"
32504,1140,WESTMINSTER CLASSICAL CHRISTIAN ACADEMY ELEMENTARY SCHOOL,,Private,former Toronto,High Park Baptist Church,"-79.4518463936, 43.6522281973"
32505,1141,WESTMOUNT JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Westmount Public School,"-79.519659305, 43.6890961289"
32506,1142,WESTON COLLEGIATE INSTITUTE,Toronto District School Board,English Public,York,Weston Collegiate Institute,"-79.5094217519, 43.703816311"
32507,1143,WESTON MEMORIAL JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,York,Weston Memorial Junior Public School,"-79.5093299362, 43.7059781458"
32508,1144,WESTSIDE MONTESSORI ELEMENTARY SCHOOL,,Private,former Toronto,,"-79.4038394279, 43.6564497385"
32509,1145,WESTVIEW CENTENNIAL SECONDARY SCHOOL,Toronto District School Board,English Public,North York,Westview Centennial Secondary School - Building Grounds,"-79.525090531, 43.7523976348"
32510,1146,WESTWAY JUNIOR SCHOOL,Toronto District School Board,English Public,Etobicoke,Westway Junior Public School,"-79.5489933081, 43.6908221223"
32511,1147,WESTWOOD MIDDLE SCHOOL,Toronto District School Board,English Public,East York,Westwood Park,"-79.3509795619, 43.6864953869"
32512,1148,WEXFORD COLLEGIATE SCHOOL FOR THE ARTS,Toronto District School Board,English Public,Scarborough,Wexford Collegiate Institute,"-79.3067953751, 43.7461595743"
32513,1149,WEXFORD PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Wexford Public School,"-79.3041148885, 43.7401530486"
32514,1150,WHITE HAVEN JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,Scarborough,Whitehaven Junior Public School,"-79.2472058212, 43.7872721001"
32515,1151,"WHITEFIELD CHRISTIAN, BLDG 1",,Private,Scarborough,,"-79.229612463, 43.8163254158"
32516,1152,"WHITEFIELD CHRISTIAN, BLDG 2",,Private,Scarborough,Whitefield Christian Academy,"-79.228859968, 43.8164562372"
32517,1153,WHITNEY JUNIOR PUBLIC SCHOOL,Toronto District School Board,English Public,former Toronto,Whitney Junior Public School,"-79.3783972734, 43.6871603367"
32518,1154,WILKINSON JUNIOR PUBLIC SCHOOL - BLDG 1,Toronto District School Board,English Public,former Toronto,Wilkinson Public School,"-79.337483239, 43.682041629"
32519,1155,WILLIAM ACADEMY SCARBOROUGH,,Private,Scarborough,,"-79.3365737853, 43.8080424111"
32520,1156,WILLIAM BURGESS ELEMENTARY SCHOOL,Toronto District School Board,English Public,East York,William Burgess Public School,"-79.3481577206, 43.6919277285"
